okved,cluster
DNAJC5,Singleton
ADAM11,Singleton
NAT8L,Singleton
MTURN,Singleton
B3GAT1,Singleton
AK5,Singleton
SCN2B,Singleton
KLC2,Singleton
GABRG2,Singleton
ARF3,Singleton
NRXN1,Singleton
CEND1,Singleton
PPP2R2C,Singleton
NELL2,Singleton
STMN2,Singleton
KCNC1,Singleton
CTNND2,Singleton
CHD5,Singleton
GRM1,Singleton
SV2B,Singleton
NGEF,Singleton
RAPGEF4,Singleton
FAM131B,Singleton
KCNAB2,Singleton
JPH3,Singleton
PHYHIP,Singleton
KIF3C,Singleton
NFASC,Singleton
KIAA0513,Singleton
SLC8A2,Singleton
MAPK8IP2,Singleton
STX1B,Singleton
BCL2L2,Singleton
SULT4A1,Singleton
CPLX1,Singleton
IQSEC1,Singleton
STMN3,Singleton
SLC6A17,Singleton
DIRAS2,Singleton
SLC6A1,Singleton
NSF,Singleton
PI4KA,Singleton
NAPB,Singleton
RUNDC3A,Singleton
GRM5,Singleton
TMEM59L,Singleton
SNPH,Singleton
CRTC1,Singleton
ST8SIA3,Singleton
PDZD4,Singleton
PNMA2,Singleton
FBXL16,Singleton
GABRD,Singleton
CACNA1B,Singleton
KCNS1,Singleton
SV2A,Singleton
DOCK3,Singleton
KCNT1,Singleton
ARL8A,Singleton
PPFIA4,Singleton
CABP1,Singleton
GRM4,Singleton
IQSEC3,Singleton
GAD2,Singleton
UNC5A,Singleton
LGI3,Singleton
PTPRN2,Singleton
DDN,Singleton
SCN2A,Singleton
CA11,Singleton
ACAP3,Singleton
MAP3K10,Singleton
PRRT2,Singleton
GABRA4,Singleton
ZER1,Singleton
PPFIA3,Singleton
CELF3,Singleton
CHRNB2,Singleton
LMTK3,Singleton
SRCIN1,Singleton
PAQR6,Singleton
EPHA5,Singleton
HRH3,Singleton
KCNH3,Singleton
PTPRN,Singleton
ZNF365,Singleton
KCNF1,Singleton
KCNC2,Singleton
ARHGEF25,Singleton
DSCAM,Singleton
CASKIN1,Singleton
PCDHGC5,Singleton
PCSK1N,Singleton
JPH4,Singleton
KNDC1,Singleton
ADCY8,Singleton
TMEM130,Singleton
DLGAP3,Singleton
PIANP,Singleton
RBFOX3,Singleton
NEURL1,Singleton
PFDN5,Singleton
UROD,Singleton
COX7A2L,Singleton
HSBP1,Singleton
LGALS8,Singleton
GGH,Singleton
PFDN1,Singleton
LRP8,Singleton
STK39,Singleton
RECQL4,Singleton
BCAS2,Singleton
BMP2K,Singleton
MDFIC,Singleton
GALC,Singleton
SLFN5,Singleton
MOK,Singleton
NPHP1,Singleton
TCP11L2,Singleton
ATP6V1G1,Singleton
SALL4,Singleton
TRERF1,Singleton
IKZF2,Singleton
SPOP,Singleton
BBS9,Singleton
EDF1,Singleton
CCDC30,Singleton
TCTN1,Singleton
VAPA,Singleton
GPRC5C,Singleton
POLL,Singleton
ZFR,Singleton
SLC22A23,Singleton
IFT74,Singleton
SLC31A2,Singleton
SFT2D2,Singleton
TDP1,Singleton
PRR11,Singleton
ST3GAL2,Singleton
ZNRF1,Singleton
CHDH,Singleton
SH3TC2,Singleton
IFT140,Singleton
DENND1B,Singleton
TMCC3,Singleton
CDCA7L,Singleton
SPATA20,Singleton
UBTD1,Singleton
ENPP4,Singleton
LAMTOR1,Singleton
SFMBT2,Singleton
VAMP5,Singleton
OLA1,Singleton
AIF1L,Singleton
PELO,Singleton
RHOF,Singleton
DNAH6,Singleton
UBL5,Singleton
SAP18,Singleton
NSUN6,Singleton
UBE2K,Singleton
MRPS6,Singleton
STK17A,Singleton
NRARP,Singleton
ANKRD40,Singleton
FUZ,Singleton
PGLYRP1,Singleton
MTMR10,Singleton
SLMAP,Singleton
APOL2,Singleton
VOPP1,Singleton
ZNF395,Singleton
TMEM164,Singleton
MPDU1,Singleton
MAD2L2,Singleton
B3GNT5,Singleton
PLCH1,Singleton
PFDN2,Singleton
TNFRSF10A,Singleton
TBC1D14,Singleton
DCTN6,Singleton
JADE2,Singleton
PDE7A,Singleton
TXNL4B,Singleton
TBKBP1,Singleton
GUCA1B,Singleton
TSLP,Singleton
MDFI,Singleton
ADCY10,Singleton
STAG3,Singleton
SAT2,Singleton
PDE4C,Singleton
CHP1,Singleton
DCLRE1C,Singleton
MYO19,Singleton
SHC2,Singleton
NANS,Singleton
SPECC1,Singleton
DDX19B,Singleton
MMS19,Singleton
QRICH1,Singleton
SAMD8,Singleton
RHD,Singleton
WDR91,Singleton
COQ2,Singleton
BRD1,Singleton
ZMYND10,Singleton
TNFAIP8L1,Singleton
FBXO42,Singleton
HBA2,Singleton
AGO4,Singleton
SEC31B,Singleton
ST7L,Singleton
BCL7B,Singleton
ZNF516,Singleton
DNAAF1,Singleton
MYO3B,Singleton
ZBTB5,Singleton
MED12L,Singleton
FBXO15,Singleton
SNX30,Singleton
LRRC23,Singleton
ATF7IP2,Singleton
SLAIN2,Singleton
FANCB,Singleton
KIAA1328,Singleton
ZDHHC23,Singleton
STK32B,Singleton
SPAG8,Singleton
MUC20,Singleton
DHX32,Singleton
MFSD3,Singleton
KLHL11,Singleton
DNAJC18,Singleton
CD177,Singleton
ZNF778,Singleton
LENG1,Singleton
NUDT13,Singleton
DNAH7,Singleton
AARSD1,Singleton
BTBD18,Singleton
UBL7,Singleton
DYNLRB2,Singleton
VWA3B,Singleton
ERI3,Singleton
ROPN1L,Singleton
TRAPPC5,Singleton
CATSPERG,Singleton
PPP1R16A,Singleton
SFXN4,Singleton
DNAI1,Singleton
ZNF280B,Singleton
FLYWCH2,Singleton
RNF207,Singleton
COQ4,Singleton
LHX4,Singleton
SPOCD1,Singleton
KATNAL2,Singleton
ZNF688,Singleton
TOP1MT,Singleton
SLC22A14,Singleton
SPATA1,Singleton
DNAJC27,Singleton
RSPH4A,Singleton
ZC3H10,Singleton
COMMD7,Singleton
SKIDA1,Singleton
SDR39U1,Singleton
DNAAF3,Singleton
ZMYND15,Singleton
SPAG6,Singleton
TMEM129,Singleton
SYCE2,Singleton
FSIP2,Singleton
SPAG17,Singleton
JMJD8,Singleton
AK7,Singleton
OLAH,Singleton
FAM228B,Singleton
RGPD5,Singleton
SLC36A4,Singleton
ZCCHC17,Singleton
ACRBP,Singleton
UBXN10,Singleton
CERS5,Singleton
NELFA,Singleton
DUSP28,Singleton
IMMP1L,Singleton
HBG2,Singleton
RGPD8,Singleton
KIZ,Singleton
HNRNPLL,Singleton
LRRC71,Singleton
ZBBX,Singleton
METTL17,Singleton
ZNF222,Singleton
RSPH9,Singleton
CNEP1R1,Singleton
AREL1,Singleton
TSSK4,Singleton
CDHR4,Singleton
MOV10L1,Singleton
SPRTN,Singleton
ZNF200,Singleton
TEKT1,Singleton
ZNF33A,Singleton
IDNK,Singleton
ECT2L,Singleton
ZNF429,Singleton
FAM200B,Singleton
ARMC3,Singleton
CCDC186,Singleton
EXO5,Singleton
REP15,Singleton
DRC1,Singleton
POMZP3,Singleton
VCPKMT,Singleton
NRDE2,Singleton
SAMD13,Singleton
METTL25,Singleton
SUPT20H,Singleton
TANGO6,Singleton
ACADL,Singleton
CDO1,Singleton
ENPEP,Singleton
F10,Singleton
LMAN1,Singleton
PRKAA2,Singleton
CACNA2D1,Singleton
CAP2,Singleton
LRCH4,Singleton
RBL1,Singleton
MLLT6,Singleton
ANGPT1,Singleton
FLNC,Singleton
FRAS1,Singleton
CROT,Singleton
FBXO32,Singleton
HAS2,Singleton
COLEC12,Singleton
FLT4,Singleton
TAL1,Singleton
ADRA2B,Singleton
ADAMTS5,Singleton
SVEP1,Singleton
RRAD,Singleton
HSD11B1,Singleton
BAZ1A,Singleton
CDH5,Singleton
PCCA,Singleton
ZFHX4,Singleton
RRAS2,Singleton
PTPRB,Singleton
ADRA1B,Singleton
PHKA1,Singleton
DIO2,Singleton
TFDP2,Singleton
VIPR1,Singleton
DNASE1L3,Singleton
GPC6,Singleton
GPD1,Singleton
FAT4,Singleton
PREX2,Singleton
AK1,Singleton
RAMP2,Singleton
NAV3,Singleton
UNC5C,Singleton
IRF2,Singleton
HPSE,Singleton
FGF7,Singleton
AQP7,Singleton
SLCO4A1,Singleton
ICAM2,Singleton
TBC1D16,Singleton
FGFRL1,Singleton
ABI3BP,Singleton
ABCD2,Singleton
LIPE,Singleton
ERMP1,Singleton
RNF19A,Singleton
OSBPL10,Singleton
CRTC2,Singleton
SMPD3,Singleton
MCTP1,Singleton
GPX8,Singleton
CTHRC1,Singleton
ZKSCAN1,Singleton
WNT6,Singleton
BICC1,Singleton
APLN,Singleton
GAS2,Singleton
DNA2,Singleton
HHIP,Singleton
SELE,Singleton
SCUBE3,Singleton
SLC2A10,Singleton
THBS4,Singleton
MFAP2,Singleton
TENM3,Singleton
GRHL3,Singleton
WNT11,Singleton
EEF2K,Singleton
GRAMD1B,Singleton
FAM114A1,Singleton
TTF2,Singleton
FSTL4,Singleton
ADRA1D,Singleton
HOXC10,Singleton
S100A14,Singleton
TMEM135,Singleton
CENPI,Singleton
FOXD2,Singleton
FGD6,Singleton
GBP5,Singleton
SULT2B1,Singleton
N4BP3,Singleton
DSG3,Singleton
HPGDS,Singleton
KLK10,Singleton
SUSD4,Singleton
CNNM4,Singleton
LRRN2,Singleton
KLHDC8A,Singleton
KCNJ15,Singleton
CALHM2,Singleton
TTC9,Singleton
PARP3,Singleton
SCEL,Singleton
BRI3BP,Singleton
SOAT2,Singleton
SPNS2,Singleton
CD209,Singleton
TRPA1,Singleton
HOXC8,Singleton
SLC35A3,Singleton
CD96,Singleton
HLA-DRB5,Singleton
ERAP2,Singleton
NSG1,Singleton
TSPAN32,Singleton
CLDN2,Singleton
SLC16A4,Singleton
COG2,Singleton
OLFM2,Singleton
RALGPS1,Singleton
GPR88,Singleton
LDLRAD4,Singleton
PLIN1,Singleton
KLRD1,Singleton
CLEC10A,Singleton
LURAP1L,Singleton
CSDC2,Singleton
PCDHGA8,Singleton
TMEM106A,Singleton
GDF5,Singleton
ST8SIA5,Singleton
PARD3B,Singleton
UBALD2,Singleton
RIC3,Singleton
MID2,Singleton
ZNF703,Singleton
EIF4E3,Singleton
KLK7,Singleton
TMEM163,Singleton
HOXD1,Singleton
SLC17A9,Singleton
WNT9A,Singleton
CCDC68,Singleton
HPSE2,Singleton
MPP7,Singleton
ROGDI,Singleton
MSTN,Singleton
CTSW,Singleton
HID1,Singleton
GDF6,Singleton
NPAS4,Singleton
EXD3,Singleton
FAM111B,Singleton
KLK11,Singleton
AZU1,Singleton
MKX,Singleton
TMEM170B,Singleton
GIPC2,Singleton
CXCL6,Singleton
SH2D2A,Singleton
SP5,Singleton
PCDHGA1,Singleton
HOXC11,Singleton
CYS1,Singleton
GZMH,Singleton
SNTG2,Singleton
LAYN,Singleton
LRFN3,Singleton
CHI3L2,Singleton
ANKLE1,Singleton
OLFML1,Singleton
MMP28,Singleton
ZNF154,Singleton
KIAA1671,Singleton
IL34,Singleton
SCML4,Singleton
GOLGA7B,Singleton
SLC52A3,Singleton
NPIPB5,Singleton
KLRB1,Singleton
TM6SF2,Singleton
HSD17B3,Singleton
RHEBL1,Singleton
THSD1,Singleton
FKBP7,Singleton
DHH,Singleton
BCO2,Singleton
SNAI3,Singleton
ZNF587,Singleton
CD300E,Singleton
POMK,Singleton
ZNF697,Singleton
ARL17A,Singleton
SAP25,Singleton
ZNF215,Singleton
FAM180A,Singleton
ZNF223,Singleton
PROX2,Singleton
ARL17B,Singleton
CSNK2A3,Singleton
OXER1,Singleton
FOXO3B,Singleton
PENK,Singleton
CRMP1,Singleton
MAPK4,Singleton
SCN8A,Singleton
MCF2L,Singleton
CADM2,Singleton
PPP2R2B,Singleton
SYT7,Singleton
DCLK2,Singleton
PPP1R16B,Singleton
GRIA1,Singleton
AGAP1,Singleton
CORO2B,Singleton
GABRB2,Singleton
PPP1R1B,Singleton
SLC38A4,Singleton
ADD2,Singleton
PCLO,Singleton
MAGI2,Singleton
DUSP8,Singleton
ACSL6,Singleton
C2CD2L,Singleton
IGSF8,Singleton
GRIK2,Singleton
CACNB4,Singleton
NLGN1,Singleton
ERC2,Singleton
BRSK2,Singleton
CADPS,Singleton
AGAP3,Singleton
KCND2,Singleton
OPCML,Singleton
HAP1,Singleton
SCN4B,Singleton
RAB3B,Singleton
RNF5,Singleton
HOXA1,Singleton
PITX1,Singleton
OSR2,Singleton
RGS9,Singleton
OTOF,Singleton
IQSEC2,Singleton
FBXO2,Singleton
SEMA6B,Singleton
RCOR1,Singleton
GRIA4,Singleton
GTPBP2,Singleton
CRHR2,Singleton
TH,Singleton
ULBP1,Singleton
KCNJ3,Singleton
RIMS1,Singleton
PCYT1B,Singleton
LRRN1,Singleton
SLC16A7,Singleton
SCNN1G,Singleton
PTPRT,Singleton
ZBTB18,Singleton
CHGA,Singleton
HECW1,Singleton
KCNN2,Singleton
CNKSR2,Singleton
DMTN,Singleton
MAN2A2,Singleton
SLC44A2,Singleton
CCDC85C,Singleton
TTYH1,Singleton
FHOD1,Singleton
LRFN4,Singleton
HOXC4,Singleton
SH2D3C,Singleton
RAB3C,Singleton
GRM3,Singleton
NPY2R,Singleton
SGIP1,Singleton
HOXB7,Singleton
PTPN5,Singleton
KIAA0040,Singleton
ATRNL1,Singleton
YOD1,Singleton
CELF4,Singleton
SCN3A,Singleton
LRP1B,Singleton
RTN4RL1,Singleton
SPOCK3,Singleton
SHANK1,Singleton
FAT3,Singleton
NCAM2,Singleton
TMEM151A,Singleton
RPS6KB2,Singleton
EMX1,Singleton
HAPLN4,Singleton
PDE6B,Singleton
PTPRR,Singleton
DZIP1,Singleton
CAMK1G,Singleton
SCRT1,Singleton
TMEFF2,Singleton
DZIP3,Singleton
CALN1,Singleton
SHISA9,Singleton
HTR1D,Singleton
MEGF10,Singleton
CORT,Singleton
CELF5,Singleton
MGAT5B,Singleton
KSR2,Singleton
ELMOD1,Singleton
MTA3,Singleton
PCP4L1,Singleton
UNC80,Singleton
HTR4,Singleton
NYAP1,Singleton
SCAPER,Singleton
SEMA5B,Singleton
RASD2,Singleton
TBR1,Singleton
LANCL2,Singleton
KCNJ1,Singleton
MCF2L2,Singleton
CDH22,Singleton
KCNMB2,Singleton
BAALC,Singleton
CDH20,Singleton
ACTR3B,Singleton
CNDP1,Singleton
SRRM4,Singleton
CLDN9,Singleton
P2RY12,Singleton
SAMD12,Singleton
CNGB1,Singleton
RASGRF2,Singleton
RHBDL3,Singleton
ST6GALNAC5,Singleton
UCN,Singleton
SLC5A7,Singleton
SLC25A18,Singleton
SORCS1,Singleton
UNC13C,Singleton
HS3ST2,Singleton
SLC2A13,Singleton
EGR4,Singleton
RLBP1,Singleton
KCNH4,Singleton
CARTPT,Singleton
GPR143,Singleton
HTR6,Singleton
HAPLN2,Singleton
RIMBP2,Singleton
ZCCHC12,Singleton
MVB12B,Singleton
NELL1,Singleton
FLRT1,Singleton
YPEL4,Singleton
IL1RAPL1,Singleton
RFX4,Singleton
KIAA0319,Singleton
ELFN2,Singleton
RGR,Singleton
PSD2,Singleton
PCDH20,Singleton
SHISA6,Singleton
GPR45,Singleton
KCNB2,Singleton
RFTN2,Singleton
AGBL4,Singleton
RSPO2,Singleton
SOWAHA,Singleton
XKR4,Singleton
CACNG8,Singleton
HS6ST3,Singleton
SLCO1C1,Singleton
LRRC4,Singleton
ANO4,Singleton
POU6F2,Singleton
FAM181B,Singleton
NKAIN2,Singleton
SHISA7,Singleton
FABP6,Singleton
STOX1,Singleton
SLC5A12,Singleton
PRRG3,Singleton
MEGF11,Singleton
KCNK12,Singleton
GALNT9,Singleton
KCNH8,Singleton
PANX2,Singleton
KLHL32,Singleton
GALNTL6,Singleton
SLC5A11,Singleton
CPNE9,Singleton
ADAMTS19,Singleton
DLEU7,Singleton
ZNF488,Singleton
TMEM200C,Singleton
PRDM12,Singleton
SYNDIG1L,Singleton
GPR61,Singleton
PTH2R,Singleton
QRFPR,Singleton
ASPDH,Singleton
KCNG3,Singleton
GAL3ST3,Singleton
TCERG1L,Singleton
TAC3,Singleton
IGSF5,Singleton
ARHGAP36,Singleton
TMSB4Y,Singleton
TGFBR3L,Singleton
LHFPL1,Singleton
BOLA2B,Singleton
FMO1,Singleton
AMOT,Singleton
ARID2,Singleton
CLK4,Singleton
CLDN11,Singleton
AADAT,Singleton
SDC3,Singleton
SYNJ2,Singleton
UNC5B,Singleton
CCDC88A,Singleton
RASAL2,Singleton
PTPRG,Singleton
LAMA1,Singleton
MRAS,Singleton
SETD7,Singleton
EFNB1,Singleton
LLGL1,Singleton
MADD,Singleton
KLKB1,Singleton
DCBLD2,Singleton
TIA1,Singleton
RDH10,Singleton
RBMS3,Singleton
FADS3,Singleton
SOX6,Singleton
CTDSPL,Singleton
PDZRN3,Singleton
GNPTAB,Singleton
PHLDB2,Singleton
FZD8,Singleton
GRB14,Singleton
MPDZ,Singleton
PHC2,Singleton
RPS6KA6,Singleton
SPATS2L,Singleton
TWSG1,Singleton
GLIS3,Singleton
PDE4A,Singleton
FARP1,Singleton
DISC1,Singleton
ROR1,Singleton
RBMS2,Singleton
CUBN,Singleton
NKTR,Singleton
RASSF8,Singleton
ZBTB38,Singleton
TRIM33,Singleton
FOXP2,Singleton
DYNC2H1,Singleton
HELZ,Singleton
SERPINB1,Singleton
P2RY1,Singleton
CTNNA3,Singleton
DMTF1,Singleton
IL13RA2,Singleton
PEX26,Singleton
PRDM5,Singleton
MBD5,Singleton
SULT1B1,Singleton
SLC16A2,Singleton
PCYOX1,Singleton
CYP2U1,Singleton
SP4,Singleton
ABCB9,Singleton
CGNL1,Singleton
DPY19L1,Singleton
UNC13B,Singleton
UACA,Singleton
FBXL7,Singleton
SLC18A2,Singleton
STEAP2,Singleton
EHBP1,Singleton
BOC,Singleton
CNKSR3,Singleton
PHF3,Singleton
SMAD9,Singleton
NRBP2,Singleton
PRKG2,Singleton
TSPAN12,Singleton
RAB17,Singleton
ACOT2,Singleton
UST,Singleton
REEP3,Singleton
ARMCX1,Singleton
FBXL18,Singleton
RGMB,Singleton
SNX7,Singleton
TP53BP2,Singleton
NMT2,Singleton
ACOT1,Singleton
GJC1,Singleton
KLHL23,Singleton
GOLIM4,Singleton
STON1,Singleton
NANOS1,Singleton
NRG2,Singleton
RNF150,Singleton
F8,Singleton
SEMA4F,Singleton
DDX51,Singleton
SMN1,Singleton
RAD54L2,Singleton
TTLL1,Singleton
ZNF639,Singleton
ZNF3,Singleton
CCNB1IP1,Singleton
SULT1C2,Singleton
ARMCX4,Singleton
GON4L,Singleton
PCDHB16,Singleton
CAB39L,Singleton
ABCA8,Singleton
AGO3,Singleton
DUOX2,Singleton
TOM1L1,Singleton
ZNF219,Singleton
EIF2B5,Singleton
RTKN,Singleton
TULP3,Singleton
ACER2,Singleton
KCTD3,Singleton
METTL3,Singleton
HIBCH,Singleton
AMDHD1,Singleton
MUC4,Singleton
RANBP10,Singleton
ADM2,Singleton
KIAA1217,Singleton
UGGT2,Singleton
LRIG2,Singleton
SH3RF1,Singleton
KIF16B,Singleton
AIFM2,Singleton
PEX2,Singleton
TELO2,Singleton
TMBIM4,Singleton
ATG14,Singleton
BRWD3,Singleton
RDH16,Singleton
PSKH1,Singleton
KCTD6,Singleton
NPHP3,Singleton
TOX2,Singleton
ZMYM1,Singleton
FAM167A,Singleton
FOXJ2,Singleton
CDK5RAP1,Singleton
TMED1,Singleton
PAN3,Singleton
PCIF1,Singleton
MPHOSPH9,Singleton
SFSWAP,Singleton
ORC2,Singleton
CCDC121,Singleton
ATRAID,Singleton
TCEAL4,Singleton
CHTF8,Singleton
BRPF3,Singleton
GGT7,Singleton
IYD,Singleton
ZNF506,Singleton
PANK4,Singleton
SUSD1,Singleton
ZNF318,Singleton
USP9Y,Singleton
MCM9,Singleton
ZNF35,Singleton
NIPA2,Singleton
SRRM3,Singleton
ZNF701,Singleton
PRSS16,Singleton
GAB3,Singleton
AMMECR1L,Singleton
ZNF443,Singleton
HMGN4,Singleton
CARD16,Singleton
ANKRD39,Singleton
ZNF557,Singleton
ATP13A4,Singleton
JRKL,Singleton
ZNF25,Singleton
PGBD4,Singleton
TRMT10A,Singleton
TMEM69,Singleton
TM4SF18,Singleton
POU5F1B,Singleton
MIEF1,Singleton
ZNF689,Singleton
PABPC4L,Singleton
ZNF486,Singleton
LRRN4CL,Singleton
ZNF649,Singleton
ZNF490,Singleton
ZNF138,Singleton
ZNF607,Singleton
FAM162B,Singleton
COL28A1,Singleton
ZNF256,Singleton
ZNF526,Singleton
ZNF485,Singleton
CFAP97,Singleton
CYP4Z1,Singleton
CMTR2,Singleton
KIAA1755,Singleton
GPATCH11,Singleton
MTERF1,Singleton
POPDC2,Singleton
S100A16,Singleton
CLDN3,Singleton
NUDT7,Singleton
PRLR,Singleton
MYO1D,Singleton
LMCD1,Singleton
SLC2A4,Singleton
HAL,Singleton
TMOD1,Singleton
LFNG,Singleton
SLC16A6,Singleton
PAWR,Singleton
DEPTOR,Singleton
MASP2,Singleton
NXN,Singleton
PADI2,Singleton
TNNI3,Singleton
MCC,Singleton
EFNA5,Singleton
SCIN,Singleton
KCNJ5,Singleton
SPTB,Singleton
SEMA3F,Singleton
HR,Singleton
DMGDH,Singleton
TBC1D4,Singleton
MYO5B,Singleton
BDH1,Singleton
IKZF3,Singleton
PNPT1,Singleton
EOMES,Singleton
FRAT2,Singleton
EFS,Singleton
LGR5,Singleton
PARD6B,Singleton
TNFRSF11A,Singleton
FRAT1,Singleton
FRMD4A,Singleton
KIF21B,Singleton
SHROOM3,Singleton
PLEKHA5,Singleton
CYP3A5,Singleton
VGLL4,Singleton
FHIT,Singleton
RGN,Singleton
RPRM,Singleton
CLNS1A,Singleton
SLC6A15,Singleton
DHRS9,Singleton
MAN1C1,Singleton
FERMT1,Singleton
PDZK1,Singleton
WNT3,Singleton
EPHB3,Singleton
EPB41L4B,Singleton
SOSTDC1,Singleton
PAPPA2,Singleton
GRTP1,Singleton
BAIAP2L1,Singleton
TBX21,Singleton
PTGR1,Singleton
RSL24D1,Singleton
CMBL,Singleton
PPP1R13L,Singleton
GRAP2,Singleton
ALDH1L2,Singleton
ALX4,Singleton
MSRA,Singleton
TRAPPC9,Singleton
RABGGTB,Singleton
NPPA,Singleton
SRGAP1,Singleton
STRAP,Singleton
TRPM4,Singleton
HEPH,Singleton
SLC48A1,Singleton
OPRL1,Singleton
WDR77,Singleton
ARMC9,Singleton
DNAJB5,Singleton
MYLK3,Singleton
PLEKHG3,Singleton
PKNOX2,Singleton
RHOD,Singleton
GPR37L1,Singleton
PYHIN1,Singleton
SBDS,Singleton
NSA2,Singleton
OCA2,Singleton
LRP12,Singleton
PODNL1,Singleton
CCDC47,Singleton
EPN3,Singleton
ZDHHC2,Singleton
CYP4F11,Singleton
AQP5,Singleton
RERG,Singleton
TP53I11,Singleton
SNED1,Singleton
MRPL13,Singleton
PPP1R14A,Singleton
PPP1R14C,Singleton
RHCG,Singleton
GHRL,Singleton
TRIM71,Singleton
KCNIP1,Singleton
GRIK4,Singleton
CD226,Singleton
BBOX1,Singleton
COX16,Singleton
DSEL,Singleton
MYL7,Singleton
SDK1,Singleton
KCNE4,Singleton
LY6H,Singleton
ULBP2,Singleton
CCDC3,Singleton
EMID1,Singleton
EMCN,Singleton
GPR4,Singleton
CNKSR1,Singleton
NXPH4,Singleton
TXK,Singleton
IRX2,Singleton
SLC7A3,Singleton
GP1BA,Singleton
TBX18,Singleton
IL3RA,Singleton
KLRG1,Singleton
WTIP,Singleton
LGR6,Singleton
TRNP1,Singleton
CLDN14,Singleton
HHATL,Singleton
GPR146,Singleton
WFDC1,Singleton
GPRIN2,Singleton
GGT5,Singleton
FIBIN,Singleton
RBM20,Singleton
PLIN5,Singleton
CTSV,Singleton
CRHBP,Singleton
ABCA9,Singleton
ADAM33,Singleton
CLEC14A,Singleton
ERMN,Singleton
RASIP1,Singleton
KIF7,Singleton
SSC5D,Singleton
SHROOM4,Singleton
FAT2,Singleton
MLANA,Singleton
FGD5,Singleton
KANK4,Singleton
FAM83A,Singleton
ANKRD22,Singleton
TCF15,Singleton
GPR34,Singleton
TMEM200A,Singleton
COL21A1,Singleton
SMDT1,Singleton
PCDHB11,Singleton
GSDMC,Singleton
PCDHB12,Singleton
PCDHB2,Singleton
ZDHHC1,Singleton
PCDHB5,Singleton
HSPA12B,Singleton
SDR16C5,Singleton
ENPP6,Singleton
HES4,Singleton
CERKL,Singleton
TUSC1,Singleton
TMEM150C,Singleton
TMEM255A,Singleton
MIXL1,Singleton
SPRR2E,Singleton
SLC16A13,Singleton
GJC3,Singleton
PCDHB4,Singleton
PCDHB10,Singleton
KRT78,Singleton
PCDHB14,Singleton
SAMD10,Singleton
SLC25A51,Singleton
PCDHB15,Singleton
WDR86,Singleton
PCDHB9,Singleton
ACKR2,Singleton
SLC16A11,Singleton
INSC,Singleton
FAXDC2,Singleton
PCDHB7,Singleton
BLOC1S5,Singleton
SLFN13,Singleton
ARPIN,Singleton
USP43,Singleton
KDF1,Singleton
PABPC5,Singleton
TMEM139,Singleton
APOBEC3D,Singleton
TRABD2A,Singleton
MMP23B,Singleton
LCN12,Singleton
TMEM253,Singleton
FAM47E-STBD1,Singleton
ACADS,Singleton
GUK1,Singleton
TERF1,Singleton
SSR2,Singleton
SF3B2,Singleton
ERP29,Singleton
SLC25A20,Singleton
MAL2,Singleton
CCNT2,Singleton
CPT2,Singleton
MAPKBP1,Singleton
AGK,Singleton
POLR2G,Singleton
SLC6A9,Singleton
DCAKD,Singleton
SEC14L1,Singleton
SERP1,Singleton
PPM1A,Singleton
DDX39B,Singleton
LLPH,Singleton
CREBL2,Singleton
SLC25A1,Singleton
KAT2A,Singleton
CAPRIN2,Singleton
DVL2,Singleton
PAN2,Singleton
GPATCH8,Singleton
SLC36A1,Singleton
RBM15,Singleton
CREBZF,Singleton
CDK12,Singleton
SLBP,Singleton
ATOX1,Singleton
KDM5A,Singleton
STX7,Singleton
MAPRE1,Singleton
RAB38,Singleton
TAB1,Singleton
SPICE1,Singleton
FXN,Singleton
GSTZ1,Singleton
DEF6,Singleton
GPAA1,Singleton
HTATIP2,Singleton
CSTF1,Singleton
EXTL3,Singleton
PPP2R5C,Singleton
GDE1,Singleton
ARMC8,Singleton
TARBP2,Singleton
CNPY2,Singleton
AP3B1,Singleton
ELP4,Singleton
ATG16L2,Singleton
ETV3,Singleton
SEC61B,Singleton
TGM1,Singleton
POLR2J,Singleton
RIPK4,Singleton
LYAR,Singleton
SHISA5,Singleton
ERCC6,Singleton
CLGN,Singleton
ARL6IP4,Singleton
FAM83H,Singleton
ZNF329,Singleton
RNF166,Singleton
RMND5A,Singleton
ELOVL1,Singleton
SNX17,Singleton
VPS35,Singleton
CDR2,Singleton
NUBP2,Singleton
GPSM2,Singleton
BCL7C,Singleton
IGBP1,Singleton
PGLS,Singleton
SSNA1,Singleton
SLC35B1,Singleton
COG7,Singleton
PEPD,Singleton
RBM4,Singleton
FIG4,Singleton
ARHGEF5,Singleton
R3HDM4,Singleton
STAMBPL1,Singleton
DPM3,Singleton
EPHB6,Singleton
FAM43A,Singleton
SLC9A3,Singleton
NAGK,Singleton
DLK2,Singleton
ASB8,Singleton
MAGT1,Singleton
TMEM43,Singleton
TBPL1,Singleton
NPEPPS,Singleton
WAC,Singleton
PTK6,Singleton
SLC25A24,Singleton
TAF5,Singleton
MRPL28,Singleton
SSH1,Singleton
TBRG4,Singleton
GLRX5,Singleton
COQ10B,Singleton
DDT,Singleton
AURKAIP1,Singleton
LYPD3,Singleton
EAF1,Singleton
SCO2,Singleton
STK38L,Singleton
NDUFA11,Singleton
CHTOP,Singleton
CTNNBIP1,Singleton
GTF2H2,Singleton
CYP24A1,Singleton
ACTR1A,Singleton
SF3B4,Singleton
SLC25A11,Singleton
SETDB1,Singleton
SRSF9,Singleton
