okved,cluster
IQGAP3,Singleton
PDP1,Singleton
PNISR,Singleton
DNAJA4,Singleton
PKP4,Singleton
CCNT1,Singleton
CPEB3,Singleton
NAA15,Singleton
COPS6,Singleton
FAM3C,Singleton
RAB1A,Singleton
ADAP2,Singleton
SMURF2,Singleton
ZHX2,Singleton
MRPL3,Singleton
RBM38,Singleton
MRTO4,Singleton
CKAP2L,Singleton
CLMN,Singleton
MCFD2,Singleton
WDR43,Singleton
HS2ST1,Singleton
GOLPH3,Singleton
GABPA,Singleton
LCOR,Singleton
PUM1,Singleton
CHAF1B,Singleton
AP4E1,Singleton
PNO1,Singleton
CPSF6,Singleton
SRSF11,Singleton
MRC1,Singleton
SRRM1,Singleton
FNBP4,Singleton
GBP4,Singleton
HES6,Singleton
PAK1IP1,Singleton
KLHL9,Singleton
OSBPL1A,Singleton
ACYP2,Singleton
FBXO22,Singleton
CUL7,Singleton
BRIX1,Singleton
GOSR1,Singleton
FASTKD2,Singleton
EFR3A,Singleton
ZC3H11A,Singleton
DCTD,Singleton
MTAP,Singleton
HIVEP1,Singleton
GINS4,Singleton
SETD5,Singleton
NUDC,Singleton
WDR13,Singleton
MASTL,Singleton
RRM2B,Singleton
CDC23,Singleton
LETM1,Singleton
E2F7,Singleton
NCOA6,Singleton
WDFY1,Singleton
SCAI,Singleton
ZNF768,Singleton
SKA1,Singleton
WIZ,Singleton
TNFAIP1,Singleton
GNG10,Singleton
NOMO2,Singleton
WDR6,Singleton
SEC31A,Singleton
KIF3B,Singleton
MAGOHB,Singleton
TRMT61A,Singleton
FBXL5,Singleton
NUTF2,Singleton
SH2B1,Singleton
TRIM32,Singleton
CHD1L,Singleton
SOCS5,Singleton
CHCHD7,Singleton
HLA-DOA,Singleton
UFM1,Singleton
GOLT1B,Singleton
MORC3,Singleton
MAK16,Singleton
NCBP2,Singleton
PUS7,Singleton
RPRD2,Singleton
ACBD3,Singleton
USP36,Singleton
FAAH,Singleton
NOL11,Singleton
SEH1L,Singleton
TAF6L,Singleton
PUS7L,Singleton
NCKIPSD,Singleton
GPR183,Singleton
TFEC,Singleton
BBS1,Singleton
UBE2E3,Singleton
NOC3L,Singleton
CNOT2,Singleton
CDC34,Singleton
PPP4R2,Singleton
AKAP8,Singleton
RBM33,Singleton
PCNP,Singleton
MSR1,Singleton
TRIAP1,Singleton
DIMT1,Singleton
MLST8,Singleton
ZBTB33,Singleton
HAGH,Singleton
DYNC1I2,Singleton
PCF11,Singleton
CRELD1,Singleton
FASTK,Singleton
PANX1,Singleton
GTF2F2,Singleton
SIVA1,Singleton
DENND4A,Singleton
ZFYVE26,Singleton
EXOSC10,Singleton
ZW10,Singleton
BORA,Singleton
RAP2C,Singleton
UCHL3,Singleton
SPIN1,Singleton
USP25,Singleton
PRDM10,Singleton
MS4A4A,Singleton
MPC1,Singleton
RAPGEF6,Singleton
B3GALNT1,Singleton
GTF2H4,Singleton
SLC25A33,Singleton
NAA10,Singleton
TOMM34,Singleton
ZNF76,Singleton
FNTA,Singleton
TMEM14C,Singleton
MYL6B,Singleton
HSF2,Singleton
SOCS4,Singleton
MRPL14,Singleton
RAB22A,Singleton
BCS1L,Singleton
YIF1A,Singleton
FBXL2,Singleton
RRAGB,Singleton
BLOC1S6,Singleton
METTL1,Singleton
DOHH,Singleton
MTMR1,Singleton
NSFL1C,Singleton
SNRNP27,Singleton
KLHL6,Singleton
PPP3CC,Singleton
GPATCH1,Singleton
SLC25A44,Singleton
MRPL48,Singleton
SCFD1,Singleton
HAUS2,Singleton
ERGIC2,Singleton
VPS8,Singleton
GRAP,Singleton
FAM8A1,Singleton
VTA1,Singleton
PHAX,Singleton
TRUB2,Singleton
POLR3H,Singleton
GPR171,Singleton
SETD3,Singleton
NMUR1,Singleton
ERBIN,Singleton
NOCT,Singleton
GPKOW,Singleton
GIMAP1,Singleton
PIK3R6,Singleton
TCAF1,Singleton
LARGE1,Singleton
NECTIN3,Singleton
HACD3,Singleton
ZNF831,Singleton
PLPP1,Singleton
BEX3,Singleton
SHTN1,Singleton
RIDA,Singleton
PLPP2,Singleton
RETREG1,Singleton
NSD2,Singleton
PCNX1,Singleton
WAPL,Singleton
TIGAR,Singleton
GRK3,Singleton
ADGRA3,Singleton
HACD4,Singleton
TCEAL9,Singleton
MRE11,Singleton
ADGRG2,Singleton
ARMT1,Singleton
MCRIP2,Singleton
DCAF12L1,Singleton
HACD1,Singleton
COQ8A,Singleton
PPP4R3A,Singleton
UTP14C,Singleton
AFDN,Singleton
RIPOR2,Singleton
ELOC,Singleton
CARMIL1,Singleton
ELOA,Singleton
SPART,Singleton
GRHPR,Singleton
EWSR1,Singleton
SH3BP4,Singleton
NAV1,Singleton
PTPRM,Singleton
MTDH,Singleton
CHST10,Singleton
HIPK1,Singleton
PTPN14,Singleton
DLG1,Singleton
KITLG,Singleton
VASN,Singleton
SP110,Singleton
CD276,Singleton
ARHGEF7,Singleton
OLFML3,Singleton
CLCN3,Singleton
SMARCB1,Singleton
PIP4K2B,Singleton
ASCC3,Singleton
PARP9,Singleton
POLI,Singleton
NMI,Singleton
FOXRED2,Singleton
FAP,Singleton
PAPPA,Singleton
MAU2,Singleton
BCL7A,Singleton
ASF1A,Singleton
POFUT1,Singleton
CLMP,Singleton
CSPP1,Singleton
AASDHPPT,Singleton
RB1CC1,Singleton
RBM14,Singleton
MED1,Singleton
SUPT5H,Singleton
HTR7,Singleton
SIN3B,Singleton
MBTPS2,Singleton
MINPP1,Singleton
SAFB,Singleton
MFAP3L,Singleton
ELOVL2,Singleton
TMEM106B,Singleton
COPS7A,Singleton
GDAP1,Singleton
PTGFRN,Singleton
PPM1D,Singleton
TAF9B,Singleton
PARP4,Singleton
THPO,Singleton
INPP5F,Singleton
HDAC11,Singleton
YIPF5,Singleton
SMG7,Singleton
AP1G1,Singleton
CPEB1,Singleton
EYA3,Singleton
UBE2V2,Singleton
EML1,Singleton
KLF11,Singleton
PRICKLE2,Singleton
ATP7B,Singleton
PKNOX1,Singleton
TSPYL5,Singleton
GAPVD1,Singleton
TSG101,Singleton
MMP11,Singleton
TMC7,Singleton
MCCC1,Singleton
USP53,Singleton
USP11,Singleton
TSPYL1,Singleton
LANCL1,Singleton
MGAT4A,Singleton
SNX14,Singleton
DNAJC28,Singleton
SH3D19,Singleton
MCCC2,Singleton
ARHGEF9,Singleton
FANCL,Singleton
NUDCD3,Singleton
SLC9A6,Singleton
TUBG2,Singleton
CDADC1,Singleton
SLC25A14,Singleton
CCDC91,Singleton
GLE1,Singleton
IK,Singleton
B9D1,Singleton
TTC28,Singleton
ACP1,Singleton
FIGN,Singleton
PEX3,Singleton
PIP5K1B,Singleton
FAM76A,Singleton
PURG,Singleton
ACR,Singleton
REEP2,Singleton
TMEM131,Singleton
PNPO,Singleton
SBF2,Singleton
ARHGEF26,Singleton
DIP2C,Singleton
ARHGAP42,Singleton
HERC4,Singleton
LAMC3,Singleton
FZD10,Singleton
IFT88,Singleton
NUDT9,Singleton
NME5,Singleton
ACSS3,Singleton
MARK3,Singleton
SLC35B2,Singleton
UBE4A,Singleton
TCTN2,Singleton
STX17,Singleton
FARS2,Singleton
TEX261,Singleton
MMAB,Singleton
ZBTB7C,Singleton
GRHL1,Singleton
CC2D2A,Singleton
IRGQ,Singleton
TMEM86A,Singleton
IQCH,Singleton
WNT10A,Singleton
PDCL,Singleton
KLF8,Singleton
DENND4C,Singleton
SKA2,Singleton
TENM1,Singleton
TAB3,Singleton
PIGK,Singleton
ALG10B,Singleton
OTX1,Singleton
ZNF480,Singleton
LYRM7,Singleton
ZBTB25,Singleton
SIAH1,Singleton
SOX21,Singleton
GORASP1,Singleton
S1PR5,Singleton
SPTY2D1,Singleton
CCT6B,Singleton
MCOLN2,Singleton
ZNF780B,Singleton
ATG4C,Singleton
ZNF573,Singleton
ATP6V1B1,Singleton
MACC1,Singleton
RBP7,Singleton
TC2N,Singleton
CYYR1,Singleton
ZNF440,Singleton
ABCA13,Singleton
VMA21,Singleton
COL25A1,Singleton
AP4M1,Singleton
LONRF1,Singleton
MTMR14,Singleton
BCL2L10,Singleton
MTFP1,Singleton
TTC23,Singleton
GJC2,Singleton
TMEM126B,Singleton
HSPBAP1,Singleton
MYCT1,Singleton
IL20RA,Singleton
CNIH1,Singleton
SLC30A6,Singleton
GPIHBP1,Singleton
UBE2Q2,Singleton
AKIRIN2,Singleton
ARHGEF38,Singleton
TMEM237,Singleton
ADAMTS14,Singleton
LMLN,Singleton
ZNF253,Singleton
SNRNP35,Singleton
CIART,Singleton
PCDHB8,Singleton
ZNF16,Singleton
RDH13,Singleton
CAMSAP3,Singleton
SYDE2,Singleton
GDPD2,Singleton
PARD6G,Singleton
PROSER2,Singleton
ADAM32,Singleton
TANGO2,Singleton
ZNF142,Singleton
VKORC1L1,Singleton
THAP9,Singleton
SUMO4,Singleton
ZNF250,Singleton
ZNF419,Singleton
CCL27,Singleton
CLEC1A,Singleton
CELA2A,Singleton
KIF9,Singleton
ZNF273,Singleton
PHOSPHO2,Singleton
TRIM52,Singleton
KANSL3,Singleton
PCDHB6,Singleton
PRPF40B,Singleton
THAP6,Singleton
GTPBP6,Singleton
CD300LG,Singleton
ZNF74,Singleton
BTNL9,Singleton
SLC10A6,Singleton
GINM1,Singleton
FOXO6,Singleton
ZNF70,Singleton
FAM124B,Singleton
FAM47E,Singleton
CELA2B,Singleton
RMDN1,Singleton
LENG9,Singleton
CCM2L,Singleton
ZNF366,Singleton
SFT2D3,Singleton
TIGD5,Singleton
EFCC1,Singleton
RGS9BP,Singleton
SLX1B,Singleton
ZSCAN26,Singleton
POLR2J2,Singleton
SRSF8,Singleton
CCDC103,Singleton
TMEM86B,Singleton
LRRC24,Singleton
ANKHD1-EIF4EBP3,Singleton
POC1B-GALNT4,Singleton
ZNF524,Singleton
ZNF660,Singleton
ZNF559-ZNF177,Singleton
CHURC1-FNTB,Singleton
CORO7-PAM16,Singleton
PMF1-BGLAP,Singleton
FHL1,Singleton
TPM1,Singleton
PPP1R3C,Singleton
HSPB8,Singleton
CRYAB,Singleton
FHL2,Singleton
SDC4,Singleton
HLA-C,Singleton
MAPK14,Singleton
JAK3,Singleton
JUP,Singleton
PLAT,Singleton
F5,Singleton
IKZF1,Singleton
EPHA2,Singleton
MGLL,Singleton
MET,Singleton
SDC1,Singleton
ACSL4,Singleton
SLC39A14,Singleton
CFI,Singleton
CTSC,Singleton
SDC2,Singleton
PSMB10,Singleton
KDR,Singleton
BACH1,Singleton
EHHADH,Singleton
MTHFR,Singleton
ALDH1A3,Singleton
EDNRB,Singleton
FLT1,Singleton
FKBP5,Singleton
RUNX3,Singleton
TFAP2A,Singleton
IGF2,Singleton
PDK4,Singleton
KYNU,Singleton
SLC4A4,Singleton
ANXA3,Singleton
TPM2,Singleton
CNN3,Singleton
DPYSL3,Singleton
MAOA,Singleton
PLIN2,Singleton
PSMB9,Singleton
PPARGC1A,Singleton
BMPR2,Singleton
FZD7,Singleton
CLEC7A,Singleton
TFPI,Singleton
PDLIM1,Singleton
ETV5,Singleton
SPRY2,Singleton
PSMB8,Singleton
GALNT2,Singleton
CSF1,Singleton
PTCH1,Singleton
FOXC1,Singleton
PPARA,Singleton
WT1,Singleton
ATF5,Singleton
TRAF6,Singleton
HHEX,Singleton
GATA2,Singleton
HK2,Singleton
MITF,Singleton
CD48,Singleton
NFIX,Singleton
KLF5,Singleton
STC1,Singleton
PALLD,Singleton
COL4A5,Singleton
STOM,Singleton
RPS6KA4,Singleton
GCH1,Singleton
PLS3,Singleton
BCL2L11,Singleton
SULF2,Singleton
B4GALT1,Singleton
TP63,Singleton
CD28,Singleton
ARHGEF10L,Singleton
RELN,Singleton
ZEB2,Singleton
PLEK,Singleton
NET1,Singleton
PDE4D,Singleton
LY6E,Singleton
DNMT3A,Singleton
CDKN2C,Singleton
MEIS1,Singleton
CHUK,Singleton
PC,Singleton
ETV1,Singleton
LPP,Singleton
ZBTB20,Singleton
GPC3,Singleton
TRPS1,Singleton
CTBP2,Singleton
PACS1,Singleton
ZEB1,Singleton
SRF,Singleton
COL2A1,Singleton
MDM4,Singleton
LRP6,Singleton
ARID5A,Singleton
CANT1,Singleton
MEIS2,Singleton
CSRP2,Singleton
CCR7,Singleton
FOXP1,Singleton
GATA6,Singleton
TLE1,Singleton
ARHGEF18,Singleton
HEY1,Singleton
E2F2,Singleton
GULP1,Singleton
NLRP3,Singleton
AXIN1,Singleton
IL2RG,Singleton
TWIST1,Singleton
PLBD1,Singleton
PEG3,Singleton
TANK,Singleton
MYCN,Singleton
NFKBIZ,Singleton
AUTS2,Singleton
NEBL,Singleton
WWTR1,Singleton
ITPR2,Singleton
SLC11A1,Singleton
PIGR,Singleton
THBD,Singleton
ITGA7,Singleton
ABCC4,Singleton
MARK2,Singleton
WEE1,Singleton
MDK,Singleton
ZBTB16,Singleton
ELF3,Singleton
CELF2,Singleton
GDNF,Singleton
SASH3,Singleton
NNMT,Singleton
GPX2,Singleton
NR2F1,Singleton
TLR3,Singleton
GATA4,Singleton
ICAM3,Singleton
RBPJ,Singleton
P2RY13,Singleton
ITGAL,Singleton
SHMT1,Singleton
DUSP10,Singleton
ENTPD5,Singleton
MAP3K5,Singleton
HDAC4,Singleton
REL,Singleton
ERGIC1,Singleton
MAP3K11,Singleton
FPR1,Singleton
HOXA5,Singleton
CD46,Singleton
HDAC9,Singleton
MAP3K8,Singleton
IL15,Singleton
GATA1,Singleton
RHOQ,Singleton
BECN1,Singleton
CLEC4E,Singleton
KIF13A,Singleton
PITX2,Singleton
GPC4,Singleton
PDLIM7,Singleton
WIPI1,Singleton
MBD2,Singleton
SFRP2,Singleton
TMEM176B,Singleton
SALL1,Singleton
CXCR2,Singleton
SMAD1,Singleton
DAPK3,Singleton
ISL1,Singleton
TES,Singleton
SERPINA5,Singleton
MXRA7,Singleton
MFAP5,Singleton
PAX3,Singleton
NGFR,Singleton
FZD9,Singleton
WLS,Singleton
PLAGL1,Singleton
MAFK,Singleton
PPIC,Singleton
TMEM158,Singleton
FPR2,Singleton
ARNT,Singleton
HAND2,Singleton
FOXA1,Singleton
CASZ1,Singleton
CRISPLD2,Singleton
SH3BP5L,Singleton
RARRES1,Singleton
ADAM12,Singleton
CSRNP1,Singleton
SAMSN1,Singleton
SOX10,Singleton
TGFB1I1,Singleton
PCP4,Singleton
POU5F1,Singleton
PRR15L,Singleton
WNT4,Singleton
PRSS8,Singleton
SFRP4,Singleton
NKX2-5,Singleton
GLI1,Singleton
TREM1,Singleton
HYAL1,Singleton
ELK3,Singleton
TFAP2B,Singleton
TNFSF11,Singleton
NOG,Singleton
BCL2A1,Singleton
PDCD1LG2,Singleton
FGF8,Singleton
WNT1,Singleton
FCGBP,Singleton
MIP,Singleton
TBX5,Singleton
IL13,Singleton
LGALS4,Singleton
SLC6A2,Singleton
SPDEF,Singleton
DMBT1,Singleton
CNGB3,Singleton
CEACAM3,Singleton
NLRC4,Singleton
RAG1,Singleton
RASL11A,Singleton
MUC5B,Singleton
IL17C,Singleton
KCNK7,Singleton
PKD2L1,Singleton
ARAF,Singleton
NPLOC4,Singleton
CRYM,Singleton
ARFGEF2,Singleton
RNF40,Singleton
SEPHS1,Singleton
MAN2A1,Singleton
PDIA5,Singleton
NDOR1,Singleton
ADRM1,Singleton
PLEKHB2,Singleton
SLC39A6,Singleton
FUBP3,Singleton
EPB41,Singleton
ABCA3,Singleton
OSBP,Singleton
DDX42,Singleton
MAPKAP1,Singleton
ATG5,Singleton
SF3A2,Singleton
SERTAD1,Singleton
PLIN3,Singleton
ELAVL3,Singleton
NME3,Singleton
TP53INP1,Singleton
MAPRE2,Singleton
NABP1,Singleton
UBL4A,Singleton
MBNL3,Singleton
TRIM9,Singleton
ARHGAP18,Singleton
CERK,Singleton
SF3A1,Singleton
PPP5C,Singleton
ATCAY,Singleton
N4BP2L1,Singleton
PHACTR2,Singleton
NTM,Singleton
SLC6A13,Singleton
PTPN18,Singleton
DYNC1I1,Singleton
SEZ6L2,Singleton
ARPP21,Singleton
CNTN2,Singleton
SH3GL2,Singleton
SYT2,Singleton
RAB15,Singleton
HMGXB3,Singleton
MAP3K13,Singleton
GLRB,Singleton
FGD4,Singleton
FMN1,Singleton
UBE2M,Singleton
CSTF2,Singleton
SCG3,Singleton
SEZ6,Singleton
IL17RD,Singleton
STMN4,Singleton
ATXN1L,Singleton
HERC3,Singleton
UHRF2,Singleton
PSMC3IP,Singleton
DDX47,Singleton
TAPT1,Singleton
PLCXD2,Singleton
MON2,Singleton
KLHL28,Singleton
USP47,Singleton
PMM1,Singleton
SEZ6L,Singleton
NR1I3,Singleton
KLHL29,Singleton
IP6K2,Singleton
BEX2,Singleton
FKBP2,Singleton
EXOC4,Singleton
RBM34,Singleton
ZBTB1,Singleton
GLRX2,Singleton
ZNF598,Singleton
CDK2AP2,Singleton
HIRIP3,Singleton
KIAA0930,Singleton
DHRS11,Singleton
RFX7,Singleton
MORC4,Singleton
PLRG1,Singleton
LRRC8B,Singleton
FIBP,Singleton
MIPOL1,Singleton
DTNBP1,Singleton
FAM117B,Singleton
MIA3,Singleton
SLC2A8,Singleton
FEM1A,Singleton
PPIH,Singleton
ZC3H12C,Singleton
ZYG11B,Singleton
EXOSC3,Singleton
PRPF38B,Singleton
CSNK1G3,Singleton
USP20,Singleton
MAP6D1,Singleton
SMYD5,Singleton
STIM2,Singleton
ARHGDIG,Singleton
CCDC82,Singleton
PPOX,Singleton
DNAJC13,Singleton
SRR,Singleton
KIN,Singleton
RABGEF1,Singleton
STARD3,Singleton
ZBTB6,Singleton
SHC4,Singleton
TFCP2,Singleton
SCML2,Singleton
UBE2E2,Singleton
MPC2,Singleton
ZNF462,Singleton
NSMCE1,Singleton
CAMP,Singleton
CNST,Singleton
NAA16,Singleton
NECAB3,Singleton
ZNF324,Singleton
DBR1,Singleton
BTF3L4,Singleton
CEBPE,Singleton
PRDM4,Singleton
PCDHB3,Singleton
CRYZL1,Singleton
RETN,Singleton
IKZF5,Singleton
NDST2,Singleton
KDM4D,Singleton
ARMC7,Singleton
OCEL1,Singleton
KLK1,Singleton
FAF2,Singleton
WBP4,Singleton
MOB1B,Singleton
L3MBTL3,Singleton
LTV1,Singleton
MCU,Singleton
ATE1,Singleton
KLF1,Singleton
TSEN15,Singleton
NOL7,Singleton
AHSP,Singleton
HEATR5A,Singleton
RBM18,Singleton
ZC3H7A,Singleton
UTP15,Singleton
MMP8,Singleton
UBXN2A,Singleton
FAM193B,Singleton
LRCH3,Singleton
HARS2,Singleton
TAF1B,Singleton
METTL16,Singleton
ICA1L,Singleton
SRFBP1,Singleton
MFSD12,Singleton
DISP1,Singleton
CHAD,Singleton
CHIC1,Singleton
RBM12B,Singleton
CRTAM,Singleton
CYB561D2,Singleton
KBTBD6,Singleton
STX5,Singleton
TECPR1,Singleton
CLEC4D,Singleton
PPP2R3B,Singleton
ZNF146,Singleton
ELOVL3,Singleton
ZNF227,Singleton
THEMIS,Singleton
FBXL4,Singleton
PCDHB13,Singleton
PDIA2,Singleton
HBD,Singleton
ATP4A,Singleton
GFOD2,Singleton
MED10,Singleton
CPA1,Singleton
ZNF706,Singleton
ACY3,Singleton
ZNF644,Singleton
RAB9B,Singleton
CD160,Singleton
KANSL1L,Singleton
KCTD14,Singleton
BTN2A1,Singleton
NSRP1,Singleton
MFSD9,Singleton
EPX,Singleton
METTL18,Singleton
KLHDC7A,Singleton
RBM48,Singleton
CEP19,Singleton
KIAA1143,Singleton
HSD17B13,Singleton
SPSB2,Singleton
SLC7A6OS,Singleton
MICU3,Singleton
IFITM10,Singleton
SMIM13,Singleton
MARVELD3,Singleton
MROH1,Singleton
CHST4,Singleton
HENMT1,Singleton
METTL22,Singleton
PABPC1L,Singleton
IGIP,Singleton
PPP1R35,Singleton
ANKDD1A,Singleton
SYNE4,Singleton
PCED1A,Singleton
BHLHA15,Singleton
ALKBH6,Singleton
ZNF628,Singleton
FRMPD3,Singleton
TMEM178A,Singleton
ZNF425,Singleton
SMIM8,Singleton
ERV3-1,Singleton
SMIM24,Singleton
ZNF775,Singleton
AMY1A,Singleton
CHURC1,Singleton
PKP1,Singleton
HOXB8,Singleton
IHH,Singleton
CSMD1,Singleton
KRT80,Singleton
DSC3,Singleton
KRT1,Singleton
TNS4,Singleton
ANKRD6,Singleton
GARNL3,Singleton
PPFIA2,Singleton
HS6ST2,Singleton
PDRG1,Singleton
MTMR9,Singleton
OSBP2,Singleton
MAP6,Singleton
CTTNBP2,Singleton
CLUAP1,Singleton
NXPH3,Singleton
ILDR2,Singleton
REPS1,Singleton
ZCCHC7,Singleton
ATL1,Singleton
PKD2L2,Singleton
B3GALT5,Singleton
TTC7B,Singleton
NALCN,Singleton
RELL1,Singleton
DOC2A,Singleton
FAM149A,Singleton
SPATS2,Singleton
MYRIP,Singleton
NAP1L5,Singleton
MFSD11,Singleton
CSRNP2,Singleton
POF1B,Singleton
ZFR2,Singleton
OTUD3,Singleton
ARPC5L,Singleton
PRR14L,Singleton
TXNL4A,Singleton
MACROD2,Singleton
FAM83E,Singleton
KCNIP4,Singleton
NDUFAF3,Singleton
SPATA5,Singleton
ERICH1,Singleton
NUDT5,Singleton
ARHGAP44,Singleton
ERI1,Singleton
SLC26A3,Singleton
RMI2,Singleton
GEN1,Singleton
LCORL,Singleton
SMAP1,Singleton
ZBTB41,Singleton
ENTPD3,Singleton
DSC1,Singleton
NWD1,Singleton
ZC3H8,Singleton
ASB7,Singleton
NACAD,Singleton
SBSN,Singleton
HOXA13,Singleton
TCEAL7,Singleton
TMUB1,Singleton
MIER2,Singleton
HPS3,Singleton
TMEM160,Singleton
RNASEH2C,Singleton
NUB1,Singleton
PHF13,Singleton
SPRYD7,Singleton
FAM72D,Singleton
USP37,Singleton
NBEAL1,Singleton
DHRS7B,Singleton
DDIAS,Singleton
ACTR6,Singleton
MMGT1,Singleton
RNFT1,Singleton
IFT46,Singleton
ZFAND1,Singleton
EME1,Singleton
PLA2G4F,Singleton
GET4,Singleton
LY6G6C,Singleton
KLK3,Singleton
ZRANB3,Singleton
CASP14,Singleton
KIAA1549,Singleton
MIS12,Singleton
GPR39,Singleton
ZBTB8OS,Singleton
SLC18A1,Singleton
ENKUR,Singleton
IAH1,Singleton
FANK1,Singleton
LNX1,Singleton
LRRC57,Singleton
MTRF1,Singleton
TRMT11,Singleton
RFT1,Singleton
ALKBH7,Singleton
ZFP2,Singleton
ANKRD29,Singleton
DDX59,Singleton
CERS3,Singleton
HOXA6,Singleton
TTLL11,Singleton
VPS37D,Singleton
USP45,Singleton
SLC44A5,Singleton
PLD6,Singleton
OXNAD1,Singleton
PAM16,Singleton
ELFN1,Singleton
MAGEE1,Singleton
ZCCHC10,Singleton
NAALADL1,Singleton
ZNF302,Singleton
PNMA3,Singleton
ZNF669,Singleton
KRT2,Singleton
WDR17,Singleton
GKAP1,Singleton
CACUL1,Singleton
INTS4,Singleton
ALDH16A1,Singleton
SRA1,Singleton
NAPRT,Singleton
MRRF,Singleton
ZNF248,Singleton
ADTRP,Singleton
ZNF721,Singleton
PTPMT1,Singleton
CHRM5,Singleton
ZNF529,Singleton
RADIL,Singleton
DZANK1,Singleton
DRAM2,Singleton
KRTDAP,Singleton
CYB5D2,Singleton
TMEM63C,Singleton
SDHAF2,Singleton
SERAC1,Singleton
ZNF566,Singleton
CCL24,Singleton
RAD9B,Singleton
CCDC167,Singleton
TMEM186,Singleton
TRPV3,Singleton
MED11,Singleton
ZNF519,Singleton
PTRHD1,Singleton
CYB561A3,Singleton
KIAA1191,Singleton
ZNF124,Singleton
IL17RE,Singleton
ZNF410,Singleton
SLC9B2,Singleton
FLG2,Singleton
NBPF1,Singleton
GIMAP2,Singleton
ASAH2,Singleton
MTFR2,Singleton
XRRA1,Singleton
ELP6,Singleton
ELP5,Singleton
PPEF1,Singleton
NUDT22,Singleton
LRTOMT,Singleton
LYPD5,Singleton
MCUR1,Singleton
EMC9,Singleton
ZNF334,Singleton
GALNT8,Singleton
ITLN1,Singleton
NME8,Singleton
ZNF415,Singleton
SAMD3,Singleton
ZC3H12B,Singleton
CCL4L2,Singleton
SPATA24,Singleton
CAPN12,Singleton
ZNF518B,Singleton
SLC47A2,Singleton
CCDC110,Singleton
PRR4,Singleton
MRPL57,Singleton
SH2D1B,Singleton
LRRIQ3,Singleton
ZNF2,Singleton
PATL2,Singleton
APOBEC3H,Singleton
RP1L1,Singleton
ZNF605,Singleton
KLHDC7B,Singleton
ZNF441,Singleton
ZNF677,Singleton
RAB42,Singleton
KLRF1,Singleton
RITA1,Singleton
LRRC19,Singleton
HARBI1,Singleton
ZNF501,Singleton
VWA7,Singleton
CAPN13,Singleton
LSMEM1,Singleton
ZNF578,Singleton
SLC9B1,Singleton
ZNF570,Singleton
ZNF181,Singleton
SPIN3,Singleton
CLEC4G,Singleton
CYP27C1,Singleton
OTOGL,Singleton
BCL2L2-PABPN1,Singleton
ZNF416,Singleton
CRACR2A,Singleton
ZNF418,Singleton
NXPE4,Singleton
BCO1,Singleton
ZNF30,Singleton
FCRL6,Singleton
DEPDC4,Singleton
YWHAG,Singleton
YWHAH,Singleton
CALM3,Singleton
GNB1,Singleton
SPTAN1,Singleton
KCNA2,Singleton
MAPT,Singleton
ABR,Singleton
IDS,Singleton
WBP2,Singleton
NLGN2,Singleton
THRA,Singleton
DNM1,Singleton
NPTXR,Singleton
NDRG2,Singleton
GAS7,Singleton
DLG4,Singleton
EPB41L1,Singleton
DNAJB2,Singleton
DNAJC6,Singleton
STXBP1,Singleton
MBP,Singleton
SYT1,Singleton
GNAO1,Singleton
NRXN2,Singleton
ADCY1,Singleton
CAMK2N1,Singleton
PIP5K1C,Singleton
PPP3R1,Singleton
GABBR1,Singleton
MAPRE3,Singleton
NDRG4,Singleton
ATP2B3,Singleton
DLGAP1,Singleton
KIF1A,Singleton
MAP1A,Singleton
GPRC5B,Singleton
TEF,Singleton
PRKAR1B,Singleton
CPLX2,Singleton
ABCA2,Singleton
ENO2,Singleton
KIF1B,Singleton
NDFIP1,Singleton
PLEKHB1,Singleton
APBA1,Singleton
OLFM1,Singleton
SCN1B,Singleton
DGKZ,Singleton
CHN1,Singleton
NCS1,Singleton
SYT11,Singleton
MAP2,Singleton
GDI1,Singleton
APLP1,Singleton
RAB3A,Singleton
CAMKK2,Singleton
SLC1A2,Singleton
PRKCZ,Singleton
NACC2,Singleton
TPPP,Singleton
KIF5A,Singleton
ATP1A2,Singleton
RAB6B,Singleton
TOLLIP,Singleton
SLC17A7,Singleton
PRKCG,Singleton
ARHGEF4,Singleton
CADM3,Singleton
MAPK8IP3,Singleton
MAPK8IP1,Singleton
TOM1L2,Singleton
ADORA1,Singleton
SLC12A5,Singleton
SYP,Singleton
NCDN,Singleton
SLC25A23,Singleton
TSPAN7,Singleton
NRGN,Singleton
CNTNAP1,Singleton
RALGDS,Singleton
GPM6A,Singleton
LYNX1,Singleton
MEGF8,Singleton
SLC22A17,Singleton
CLIP2,Singleton
BSN,Singleton
VSNL1,Singleton
SYN1,Singleton
FAIM2,Singleton
KCNJ9,Singleton
AGAP2,Singleton
CLSTN3,Singleton
SYNGR1,Singleton
PSD,Singleton
SCAMP5,Singleton
HPCAL4,Singleton
SPTBN4,Singleton
CLIP3,Singleton
ARNT2,Singleton
PREPL,Singleton
RTN1,Singleton
APBB1,Singleton
RIMS3,Singleton
DYNLL2,Singleton
GRIN2A,Singleton
CAMTA2,Singleton
PACSIN1,Singleton
TUBB4A,Singleton
PALM,Singleton
NPTX1,Singleton
RBFOX1,Singleton
SYN2,Singleton
TMOD2,Singleton
CTIF,Singleton
ATP1B2,Singleton
SNAP91,Singleton
UNC13A,Singleton
FAM168A,Singleton
GRIA2,Singleton
BRSK1,Singleton
